CRASH_DATE	SEVERITY	CRASH_TYPE	CYCLISTS	CYCLIST_CASUALTIES	REPORTED_LOCATION	LATITUDE	LONGITUDE
24-Feb-13	Injury	Right angle collision	1	1	MASSON/MCCAUGHEY INTERSECTION	-35.269451	149.123379
10-Apr-14	Property Damage Only	Other - Vehicle to Vehicle	1	0	MASSON/MCCAUGHEY INTERSECTION	-35.269545	149.123364
23-Jun-13	Property Damage Only	Right angle collision	1	0	MASSON/MCCAUGHEY INTERSECTION	-35.269606	149.123354
30-Apr-12	Property Damage Only	Right angle collision	1	0	MASSON/MCCAUGHEY INTERSECTION	-35.269545	149.123364
17-Jun-14	Injury	Right angle collision	1	1	MASSON/MCCAUGHEY INTERSECTION	-35.269468	149.123376
5-Oct-15	Property Damage Only	Right angle collision	1	0	MASSON/MCCAUGHEY INTERSECTION	-35.269535	149.123265
30-Jun-15	Property Damage Only	Other - Vehicle to Vehicle	1	0	MASSON/MCCAUGHEY INTERSECTION	-35.269545	149.123364
3-Apr-12	Injury	Right angle collision	1	1	MASSON/MOORE INTERSECTION	-35.270238	149.129165
2-May-13	Property Damage Only	Right angle collision	1	0	MASSON/WATSON INTERSECTION	-35.269907	149.126566
18-Feb-15	Property Damage Only	Same direction side swipe	1	0	MASSON/WATSON INTERSECTION	-35.269941	149.12656
4-Aug-12	Property Damage Only	Right turn into oncoming vehicle	1	0	MASSON/WATSON INTERSECTION	-35.269916	149.126564
26-Nov-14	Injury	Collision with parked vehicle	1	1	MATARANKA STREET (ERLDUNDA -> ELSEY)	-35.247414	149.031332
27-Nov-15	Property Damage Only	Other - Vehicle to Vehicle	1	0	MCCAUGHEY STREET (CONDAMINE -> MASSON)	-35.268112	149.123593
15-Apr-13	Property Damage Only	Struck object  (On Road)	1	0	MCCAUGHEY STREET (MASSON -> BARRY/NORTH)	-35.272791	149.122458
29-Nov-12	Property Damage Only	Other - Vehicle to Vehicle	1	0	MCCAUGHEY STREET (MASSON -> BARRY/NORTH)	-35.272727	149.122515
2-Mar-17	Injury	Other - Vehicle to Vehicle	1	1	MCCAUGHEY STREET (MASSON -> BARRY/NORTH)	-35.271752	149.123007
20-May-15	Property Damage Only	Other - Vehicle to Vehicle	1	0	MCEWAN AVENUE (RAILWAY -> HAZEL)	-35.342522	149.229527
9-Apr-14	Injury	Other - Vehicle to Vehicle	1	1	MCMILLAN CRESCENT (CANBERRA -> MATINA)	-35.324934	149.151434
3-Oct-15	Injury	Right angle collision	1	1	MCMILLAN/STURT INTERSECTION	-35.32561	149.148955
16-May-14	Injury	Right angle collision	1	1	MELBOURNE/STATE INTERSECTION	-35.311673	149.121479
6-Jan-14	Property Damage Only	Same direction side swipe	1	0	MELROSE DRIVE (BOTANY -> HINDMARSH)	-35.350842	149.084889
7-Apr-14	Injury	Other - Vehicle to Vehicle	1	1	MELROSE DRIVE (HINDMARSH -> BREWER)	-35.346774	149.083452
24-Jul-12	Injury	Same direction side swipe	1	1	MELROSE DRIVE (HINDMARSH -> BREWER)	-35.346764	149.083448
28-Dec-12	Property Damage Only	Other - Vehicle to Vehicle	1	0	MELROSE DRIVE (PARRAMATTA -> EGGLESTON)	-35.352201	149.085369
18-Nov-13	Property Damage Only	Rear end collision	1	0	MELROSE DRIVE (PARRAMATTA -> EGGLESTON)	-35.352532	149.085486
20-Jul-15	Injury	Other - Vehicle to Vehicle	1	0	MELROSE DRIVE (PARRAMATTA -> EGGLESTON)	-35.351962	149.085284
3-Jan-17	Property Damage Only	Other - Vehicle to Vehicle	1	0	MELROSE DRIVE (PARRAMATTA -> EGGLESTON)	-35.35489	149.086319
31-Jan-12	Injury	Right angle collision	1	1	MELROSE/MELRYARRRA/YAMBMELRRA INTERSECTION	-35.33649	149.085653
4-Aug-15	Injury	Right angle collision	1	1	MELROSE/MELRYARRRA/YAMBMELRRA INTERSECTION	-35.33649	149.085653
1-Feb-12	Property Damage Only	Right angle collision	1	0	MELROSE/THEODORE INTERSECTION	-35.338567	149.0835
28-Dec-12	Injury	Right angle collision	1	1	MELROSE/THEODORE INTERSECTION	-35.338461	149.083622
18-Mar-15	Injury	Right angle collision	1	1	MELROSE/THEODORE INTERSECTION	-35.33848	149.083407
10-May-12	Injury	Right turn into oncoming vehicle	1	1	MELROSE/THEODORE INTERSECTION	-35.338483	149.083411
13-Apr-15	Property Damage Only	Right turn into oncoming vehicle	1	0	MELROSE/THEODORE INTERSECTION	-35.338466	149.083393
8-Apr-16	Property Damage Only	Right angle collision	1	0	MELROSE/THEODORE INTERSECTION	-35.338437	149.08365
16-May-17	Injury	Right angle collision	1	1	MELROSE/THEODORE INTERSECTION	-35.338477	149.083404
10-Oct-16	Injury	Other - Vehicle to Vehicle	1	1	MELROSE/WORGAN INTERSECTION	-35.342123	149.082546
15-Feb-13	Property Damage Only	Right angle collision	1	0	MENINDEE/MORSHEAD/RUSSELL INTERSECTION	-35.302692	149.151754
20-Jan-12	Injury	Other - Vehicle to Vehicle	1	1	MILFORD STREET (O'LOGHLEN -> O'LOGHLEN)	-35.223195	149.037822
15-May-17	Injury	Right angle collision	1	1	MILLER/SCRIVENER INTERSECTION	-35.253198	149.116407
17-Feb-12	Injury	Overturned (On Road)	1	1	MIRRABEI/PAUL COE/SHOALHAVEN INTERSECTION	-35.174157	149.120885
5-Mar-13	Injury	Right angle collision	1	1	MOLONGLO/NEWCASTLE/WOLLONGONG INTERSECTION	-35.32793	149.17724
10-Feb-12	Injury	Other - Vehicle to Vehicle	5	4	MONANMORSWRM/MORSHEAD INTERSECTION	-35.302953	149.169679
24-Feb-15	Property Damage Only	Other - Vehicle to Vehicle	1	0	MONARO CRESCENT (FLINDERS -> GOLDEN)	-35.3303	149.12858
6-May-15	Injury	Same direction side swipe	1	1	MONARO CRESCENT (FLINDERS -> GOLDEN)	-35.33033	149.128596
9-Nov-15	Injury	Struck object  (On Road)	1	1	MONARO HIGHWAY (ISABELLA -> OLD TUGGERANONG)	-35.407031	149.144779
30-Sep-15	Injury	Rear end collision	2	2	MONARO HIGHWAY (JOHNSON -> OLD COOMA)	-35.471976	149.139451
29-Nov-15	Injury	Struck object  (On Road)	1	1	MONARO HIGHWAY (JOHNSON -> OLD COOMA)	-35.444107	149.130504
18-Jun-14	Injury	Overturned (On Road)	1	1	MONARO HIGHWAY (MONANNEWCWRM -> MONANCANBWRM)	-35.325831	149.163752
10-Apr-14	Property Damage Only	Right angle collision	1	0	MONARO/PELSART INTERSECTION	-35.337252	149.130944
31-Mar-17	Fatal	Rear end collision	1	1	MONARO/WILLIAMSDALE INTERSECTION	-35.569478	149.133546
18-May-17	Injury	Struck object (Off Road)	1	1	MONASNEWCERM/NEWCASTLE/NEWCWMONASRM INTERSECTION	-35.322729	149.167964
14-Dec-15	Property Damage Only	Other - Vehicle to Vehicle	1	0	MONCRIEFF STREET (LOWRIE -> LOWRIE)	-35.255475	149.135232
24-May-17	Property Damage Only	Right angle collision	1	0	MONCRIEFF/MORPHETT INTERSECTION	-35.253805	149.135479
22-Aug-12	Property Damage Only	Right angle collision	1	0	MOONLIGHT/FLEMINGTON INTERSECTION	-35.190969	149.15143
4-Feb-13	Property Damage Only	Other - Vehicle to Vehicle	1	0	MOORE STREET (GOULD -> MASSON)	-35.272381	149.128818
16-Jan-14	Property Damage Only	Other - Vehicle to Vehicle	1	0	MOORE STREET (GOULD -> MASSON)	-35.271203	149.129009
8-Jun-17	Injury	Other - Vehicle to Vehicle	1	1	MOORE STREET (GOULD -> MASSON)	-35.271954	149.128887
2-Sep-14	Property Damage Only	Right angle collision	1	0	MOORE/McKAY INTERSECTION	-35.274268	149.128514
1-May-17	Property Damage Only	Right angle collision	1	0	MOORE/McKAY INTERSECTION	-35.274259	149.12849
14-Jan-14	Property Damage Only	Right turn into oncoming vehicle	1	0	MOORE/RUDD INTERSECTION	-35.277011	149.12807
24-Feb-12	Property Damage Only	Right angle collision	1	0	MOORE/RUDD INTERSECTION	-35.277009	149.128071
6-Feb-15	Property Damage Only	Right angle collision	1	0	MOORE/RUDD INTERSECTION	-35.276979	149.128021
14-Jun-16	Property Damage Only	Right angle collision	1	0	MOORE/RUDD INTERSECTION	-35.276971	149.128077
21-Jul-16	Property Damage Only	Right angle collision	1	0	MOORE/RUDD INTERSECTION	-35.27694	149.128082
20-Feb-13	Injury	Right turn into oncoming vehicle	1	1	MORPHETT/NORTHBOURNE INTERSECTION	-35.253575	149.133358
26-Nov-14	Injury	Right turn into oncoming vehicle	1	1	MORPHETT/NORTHBOURNE INTERSECTION	-35.253564	149.13326
5-Nov-13	Property Damage Only	Right angle collision	1	0	MORPHETT/NORTHBOURNE INTERSECTION	-35.253644	149.133247
24-Apr-15	Injury	Right turn into oncoming vehicle	1	1	MORPHETT/NORTHBOURNE INTERSECTION	-35.253575	149.133358
10-Mar-15	Property Damage Only	Other - Vehicle to Vehicle	1	0	MORPHETT/NORTHBOURNE INTERSECTION	-35.253575	149.133358
2-Nov-12	Injury	Right turn into oncoming vehicle	1	1	MORPHETT/NORTHBOURNE INTERSECTION	-35.253575	149.133358
3-Sep-12	Injury	Right turn into oncoming vehicle	1	1	MORPHETT/NORTHBOURNE INTERSECTION	-35.253575	149.133358
4-Aug-14	Injury	Right turn into oncoming vehicle	1	1	MORPHETT/NORTHBOURNE INTERSECTION	-35.253564	149.13326
9-Jan-17	Injury	Other -  Single Vehicle (On Road)	1	1	MORPHETT/NORTHBOURNE INTERSECTION	-35.253564	149.13326
21-Oct-13	Property Damage Only	Rear end collision	1	0	MORT STREET (ALINGA/CITY/EAST -> BUNDA)	-35.278296	149.130667
6-Jan-15	Injury	Struck pedestrian (Off Road)	1	0	MORT STREET (ALINGA/CITY/EAST -> BUNDA)	-35.277787	149.13075
7-Jun-12	Property Damage Only	Other - Vehicle to Vehicle	1	0	MORT STREET (COOYONG -> ELOUERA)	-35.275476	149.131123
4-Jul-13	Property Damage Only	Collision with parked vehicle	1	0	MORT STREET (COOYONG -> ELOUERA)	-35.274835	149.131226
1-Apr-15	Property Damage Only	Same direction side swipe	1	0	MORT STREET (COOYONG -> ELOUERA)	-35.27437	149.131302
24-Apr-15	Injury	Other - Vehicle to Vehicle	1	1	MORT STREET (COOYONG -> ELOUERA)	-35.275593	149.131104
1-Nov-15	Injury	Other - Vehicle to Vehicle	1	1	MORT STREET (COOYONG -> ELOUERA)	-35.275386	149.131138
16-Apr-12	Injury	Collision with parked vehicle	1	1	MORT STREET (ELOUERA -> GIRRAHWEEN)	-35.272333	149.131631
2-Jan-13	Property Damage Only	Collision with parked vehicle	1	0	MORT STREET (ELOUERA -> GIRRAHWEEN)	-35.272404	149.131619
5-Jun-14	Injury	Other - Vehicle to Vehicle	1	1	MORT STREET (ELOUERA -> GIRRAHWEEN)	-35.270686	149.131897
26-Nov-14	Injury	Same direction side swipe	1	1	MOUAT STREET (ANTILL/NORTHBOURNE -> GOODWIN)	-35.248184	149.133369
27-Mar-15	Property Damage Only	Rear end collision	1	0	MOUAT STREET (GOODWIN -> BRIGALOW)	-35.247862	149.130401
6-Dec-14	Property Damage Only	Right angle collision	1	0	MOUBRAY/NETTLEFOLD INTERSECTION	-35.242647	149.05937
24-Apr-16	Property Damage Only	Other - Vehicle to Vehicle	1	0	MOUNT AINSLIE DRIVE (MOUNT AINSLIE -> FAIRBAIRN)	-35.268537	149.160092
18-Jan-15	Property Damage Only	Right angle collision	1	0	MOYES/STANBURY INTERSECTION	-35.225094	149.02647
9-Apr-13	Property Damage Only	Right angle collision	1	0	MUELLER/WESTON INTERSECTION	-35.309441	149.099597
24-May-12	Injury	Right turn into oncoming vehicle	1	1	MUGGA WAY (ALEXANDER -> FRANCIS)	-35.333641	149.122155
27-Jun-12	Property Damage Only	Other - Vehicle to Vehicle	1	0	MUGGA WAY (TORRES -> VANCOUVER)	-35.326312	149.121779
20-Mar-13	Property Damage Only	Other - Vehicle to Vehicle	1	0	MULLEY STREET (BLACKWOOD -> GOVETT)	-35.334617	149.049673
24-Feb-16	Injury	Collision with parked vehicle	1	1	MULLEY STREET (MULLEY -> BLACKWOOD)	-35.333777	149.049171
7-Aug-14	Property Damage Only	Right turn into oncoming vehicle	1	0	MURDOCH/NORTHBOURNE INTERSECTION	-35.252666	149.133305
22-Jul-16	Injury	Right angle collision	1	1	MURDOCH/NORTHBOURNE INTERSECTION	-35.252666	149.133305
10-Mar-17	Injury	Right turn into oncoming vehicle	1	1	NAMATJIRA/PARKINSON INTERSECTION	-35.344041	149.057403
18-Mar-14	Injury	Same direction side swipe	1	1	NATIONAL CIRCUIT (BLIGH -> KINGS/QUEEN VICTORIA)	-35.305951	149.13316
14-May-15	Injury	Struck pedestrian (On Road)	1	1	NATIONAL CIRCUIT (BLIGH -> KINGS/QUEEN VICTORIA)	-35.305867	149.133111
13-Apr-17	Property Damage Only	Right turn into oncoming vehicle	1	0	NATIONAL CIRCUIT (BLIGH -> KINGS/QUEEN VICTORIA)	-35.306268	149.133343
28-Oct-16	Property Damage Only	Other - Vehicle to Vehicle	1	0	NEWCASTLE STREET (BARRIER -> WHYALLA)	-35.331684	149.177945
18-Jul-14	Injury	Other - Vehicle to Vehicle	1	1	NEWCASTLE/IRON KNOB INTERSECTION	-35.334828	149.177338
19-Jan-15	Injury	Right angle collision	1	1	NEWMAN-MORRIS/NUNAN (SW) INTERSECTION	-35.411597	149.08314
3-Apr-12	Property Damage Only	Right angle collision	1	0	NORMAN LINDSAY/THARWA INTERSECTION	-35.458012	149.090889
16-Aug-15	Injury	Same direction side swipe	2	1	NORTH ROAD (DALEY -> BARRY/MCCAUGHEY)	-35.273843	149.121525
29-Mar-13	Property Damage Only	Other - Vehicle to Vehicle	1	0	NORTHBOURNE AVENUE (ALINGA -> BUNDA/RUDD)	-35.277667	149.129367
16-Feb-15	Injury	Same direction side swipe	1	1	NORTHBOURNE AVENUE (ALINGA -> BUNDA/RUDD)	-35.278115	149.129294
26-Jul-13	Injury	Same direction side swipe	1	1	NORTHBOURNE AVENUE (ALINGA -> BUNDA/RUDD)	-35.2781	149.129297
8-Sep-13	Property Damage Only	Collision with parked vehicle	1	0	NORTHBOURNE AVENUE (ALINGA -> BUNDA/RUDD)	-35.278236	149.129275
12-Sep-12	Property Damage Only	Same direction side swipe	1	0	NORTHBOURNE AVENUE (ALINGA -> BUNDA/RUDD)	-35.277652	149.129369
25-Feb-14	Property Damage Only	Same direction side swipe	1	0	NORTHBOURNE AVENUE (ALINGA -> BUNDA/RUDD)	-35.277734	149.129356
2-May-13	Property Damage Only	Same direction side swipe	1	0	NORTHBOURNE AVENUE (ALINGA -> BUNDA/RUDD)	-35.277698	149.129362
20-Feb-12	Injury	Collision with parked vehicle	1	1	NORTHBOURNE AVENUE (ALINGA -> BUNDA/RUDD)	-35.278147	149.129289
22-May-15	Property Damage Only	Same direction side swipe	1	0	NORTHBOURNE AVENUE (ALINGA -> BUNDA/RUDD)	-35.277404	149.129409
9-Mar-16	Injury	Collision with parked vehicle	1	1	NORTHBOURNE AVENUE (ALINGA -> BUNDA/RUDD)	-35.278236	149.129275
27-May-16	Property Damage Only	Other - Vehicle to Vehicle	1	0	NORTHBOURNE AVENUE (ALINGA -> BUNDA/RUDD)	-35.277957	149.12932
20-Feb-17	Injury	Collision with parked vehicle	1	1	NORTHBOURNE AVENUE (ALINGA -> BUNDA/RUDD)	-35.277765	149.129351
8-Aug-12	Property Damage Only	Same direction side swipe	1	0	NORTHBOURNE AVENUE (BARRY/COOYONG -> McKAY)	-35.27468	149.129849
20-Nov-13	Property Damage Only	Same direction side swipe	1	0	NORTHBOURNE AVENUE (BARRY/COOYONG -> McKAY)	-35.275407	149.129732
24-Sep-15	Property Damage Only	Same direction side swipe	1	0	NORTHBOURNE AVENUE (BARRY/COOYONG -> McKAY)	-35.275081	149.129784
11-Nov-15	Property Damage Only	Same direction side swipe	1	0	NORTHBOURNE AVENUE (BARRY/COOYONG -> McKAY)	-35.274683	149.129849
27-Oct-16	Property Damage Only	Same direction side swipe	1	0	NORTHBOURNE AVENUE (BARRY/COOYONG -> McKAY)	-35.274629	149.129857
15-Nov-16	Property Damage Only	Same direction side swipe	1	0	NORTHBOURNE AVENUE (BARRY/COOYONG -> McKAY)	-35.274609	149.129861
1-Feb-17	Property Damage Only	Same direction side swipe	1	0	NORTHBOURNE AVENUE (BARRY/COOYONG -> McKAY)	-35.274631	149.129857
7-Mar-12	Injury	Collision with parked vehicle	1	1	NORTHBOURNE AVENUE (BUNDA/RUDD -> BARRY/COOYONG)	-35.276579	149.129543
28-Apr-14	Property Damage Only	Struck pedestrian (On Road)	1	0	NORTHBOURNE AVENUE (BUNDA/RUDD -> BARRY/COOYONG)	-35.276069	149.129625
10-Feb-15	Property Damage Only	Same direction side swipe	1	0	NORTHBOURNE AVENUE (BUNDA/RUDD -> BARRY/COOYONG)	-35.276956	149.129482
19-Apr-16	Property Damage Only	Same direction side swipe	1	0	NORTHBOURNE AVENUE (BUNDA/RUDD -> BARRY/COOYONG)	-35.276646	149.129532
28-Aug-14	Injury	Same direction side swipe	2	2	NORTHBOURNE AVENUE (CONDAMINE/IPIMA -> MACARTHUR/WAKEFIELD)	-35.262776	149.131772
17-Sep-14	Injury	Same direction side swipe	1	1	NORTHBOURNE AVENUE (CONDAMINE/IPIMA -> MACARTHUR/WAKEFIELD)	-35.26309	149.131721
8-Dec-14	Property Damage Only	Same direction side swipe	1	0	NORTHBOURNE AVENUE (CONDAMINE/IPIMA -> MACARTHUR/WAKEFIELD)	-35.261026	149.132055
13-Nov-14	Property Damage Only	Same direction side swipe	1	0	NORTHBOURNE AVENUE (CONDAMINE/IPIMA -> MACARTHUR/WAKEFIELD)	-35.261141	149.132036
3-Mar-16	Injury	Same direction side swipe	1	1	NORTHBOURNE AVENUE (CONDAMINE/IPIMA -> MACARTHUR/WAKEFIELD)	-35.262853	149.13176
7-Mar-16	Injury	Same direction side swipe	1	1	NORTHBOURNE AVENUE (CONDAMINE/IPIMA -> MACARTHUR/WAKEFIELD)	-35.261246	149.132019
11-May-16	Property Damage Only	Same direction side swipe	1	0	NORTHBOURNE AVENUE (CONDAMINE/IPIMA -> MACARTHUR/WAKEFIELD)	-35.26512	149.131393
27-May-16	Property Damage Only	Other - Vehicle to Vehicle	1	0	NORTHBOURNE AVENUE (CONDAMINE/IPIMA -> MACARTHUR/WAKEFIELD)	-35.26122	149.132023
12-Sep-16	Property Damage Only	Same direction side swipe	1	0	NORTHBOURNE AVENUE (CONDAMINE/IPIMA -> MACARTHUR/WAKEFIELD)	-35.264908	149.131428
4-Nov-16	Property Damage Only	Same direction side swipe	1	0	NORTHBOURNE AVENUE (CONDAMINE/IPIMA -> MACARTHUR/WAKEFIELD)	-35.264851	149.131437
21-Nov-16	Property Damage Only	Same direction side swipe	1	0	NORTHBOURNE AVENUE (CONDAMINE/IPIMA -> MACARTHUR/WAKEFIELD)	-35.262375	149.131837
28-Aug-13	Injury	Same direction side swipe	1	1	NORTHBOURNE AVENUE (ELOUERA/GOULD -> GIRRAHWEEN/MASSON)	-35.271677	149.130334
2-Mar-15	Property Damage Only	Same direction side swipe	1	0	NORTHBOURNE AVENUE (ELOUERA/GOULD -> GIRRAHWEEN/MASSON)	-35.272219	149.130247
28-Jun-12	Injury	Other - Vehicle to Vehicle	1	1	NORTHBOURNE AVENUE (ELOUERA/GOULD -> GIRRAHWEEN/MASSON)	-35.271988	149.130284
18-Apr-15	Injury	Collision with parked vehicle	1	1	NORTHBOURNE AVENUE (ELOUERA/GOULD -> GIRRAHWEEN/MASSON)	-35.27154	149.130357
19-Mar-15	Property Damage Only	Same direction side swipe	1	0	NORTHBOURNE AVENUE (ELOUERA/GOULD -> GIRRAHWEEN/MASSON)	-35.271711	149.130329
14-Jun-13	Injury	Other - Vehicle to Vehicle	1	1	NORTHBOURNE AVENUE (ELOUERA/GOULD -> GIRRAHWEEN/MASSON)	-35.272827	149.130149
4-Feb-14	Injury	Fall from moving vehicle (On Road)	1	1	NORTHBOURNE AVENUE (ELOUERA/GOULD -> GIRRAHWEEN/MASSON)	-35.270543	149.130518
15-Jun-15	Property Damage Only	Same direction side swipe	2	0	NORTHBOURNE AVENUE (ELOUERA/GOULD -> GIRRAHWEEN/MASSON)	-35.272263	149.13024
1-Dec-15	Property Damage Only	Other - Vehicle to Vehicle	1	0	NORTHBOURNE AVENUE (ELOUERA/GOULD -> GIRRAHWEEN/MASSON)	-35.270671	149.130497
9-Mar-16	Property Damage Only	Other - Vehicle to Vehicle	1	0	NORTHBOURNE AVENUE (ELOUERA/GOULD -> GIRRAHWEEN/MASSON)	-35.270939	149.130454
1-Mar-17	Property Damage Only	Other - Vehicle to Vehicle	1	0	NORTHBOURNE AVENUE (ELOUERA/GOULD -> GIRRAHWEEN/MASSON)	-35.270672	149.130497
2-Dec-13	Injury	Rear end collision	2	2	NORTHBOURNE AVENUE (GREENWAY -> CONDAMINE/IPIMA)	-35.266834	149.131117
20-May-13	Injury	Same direction side swipe	1	1	NORTHBOURNE AVENUE (GREENWAY -> CONDAMINE/IPIMA)	-35.266868	149.131111
8-Aug-12	Property Damage Only	Same direction side swipe	1	0	NORTHBOURNE AVENUE (MACARTHUR/WAKEFIELD -> MORPHETT)	-35.258523	149.132459
16-Jan-17	Injury	Struck pedestrian (On Road)	1	1	NORTHBOURNE AVENUE (MACARTHUR/WAKEFIELD -> MORPHETT)	-35.257777	149.132579
18-Jan-14	Injury	Collision with parked vehicle	1	1	NORTHBOURNE AVENUE (McKAY -> ELOUERA/GOULD)	-35.273309	149.130071
15-Jan-15	Property Damage Only	Same direction side swipe	1	0	NORTHBOURNE AVENUE (McKAY -> ELOUERA/GOULD)	-35.274205	149.129926
20-Mar-12	Injury	Same direction side swipe	1	1	NORTHBOURNE AVENUE (McKAY -> ELOUERA/GOULD)	-35.273871	149.12998
8-Aug-13	Property Damage Only	Same direction side swipe	1	0	NORTHBOURNE AVENUE (McKAY -> ELOUERA/GOULD)	-35.274143	149.129936
14-May-12	Property Damage Only	Same direction side swipe	1	0	NORTHBOURNE AVENUE (McKAY -> ELOUERA/GOULD)	-35.273675	149.130011
7-Apr-15	Property Damage Only	Other - Vehicle to Vehicle	1	0	NORTHBOURNE AVENUE (MORPHETT -> MURDOCH)	-35.252917	149.133364
24-Aug-16	Injury	Rear end collision	1	1	NORTHBOURNE AVENUE (MORPHETT -> MURDOCH)	-35.253385	149.133289
10-May-13	Property Damage Only	Other - Vehicle to Vehicle	1	0	NORTHBOURNE AVENUE (SWINDEN -> BARTON/FEDERAL)	-35.242591	149.135398
9-Jun-17	Injury	Struck object  (On Road)	1	1	NORTHBOURNE AVENUE (THURBON -> SWINDEN)	-35.244457	149.134812
16-Apr-14	Injury	Struck pedestrian (On Road)	1	1	NORTHBOURNE AVENUE (VERNON -> LONDON)	-35.280328	149.128937
21-Nov-12	Injury	Right turn into oncoming vehicle	1	1	NORTHBOURNE/SWINDEN INTERSECTION	-35.244179	149.134863
31-Oct-12	Injury	Right turn into oncoming vehicle	1	1	NORTHBOURNE/SWINDEN INTERSECTION	-35.244189	149.134861
5-Feb-15	Injury	Right turn into oncoming vehicle	1	1	NORTHBOURNE/SWINDEN INTERSECTION	-35.244192	149.134861
17-Oct-12	Injury	Right turn into oncoming vehicle	1	1	NORTHBOURNE/SWINDEN INTERSECTION	-35.244191	149.134877
22-Jun-15	Property Damage Only	Right turn into oncoming vehicle	1	0	NORTHBOURNE/SWINDEN INTERSECTION	-35.244144	149.134869
15-Oct-15	Injury	Right turn into oncoming vehicle	1	1	NORTHBOURNE/SWINDEN INTERSECTION	-35.244171	149.134864
28-Mar-17	Property Damage Only	Right angle collision	1	0	NORTHBOURNE/SWINDEN INTERSECTION	-35.244187	149.134862
18-Aug-16	Property Damage Only	Right angle collision	1	0	NORTHCOTT/TOBRUK INTERSECTION	-35.290923	149.16385
12-Aug-12	Property Damage Only	Right angle collision	1	0	NOVAR/SCHLICH INTERSECTION	-35.303868	149.098251
1-Aug-14	Injury	Right angle collision	1	1	NOVAR/SCHLICH INTERSECTION	-35.303809	149.09826
23-May-13	Injury	Right angle collision	1	1	NULLARBOR AV/PINNACLES ST INTERSECTION	-35.201328	149.152031
13-Feb-12	Injury	Other - Vehicle to Vehicle	1	1	O'HALLORAN CIRCUIT (VANSITTART -> SNODGRASS)	-35.395739	149.063094
19-Sep-15	Injury	Other - Vehicle to Vehicle	1	1	PADDYS RIVER ROAD (COTTER -> LAUREL CAMP)	-35.333286	148.931941
18-Jan-15	Injury	Other -  Single Vehicle (On Road)	1	1	PARKES WAY ( ANZAC -> PARKEKINGERM RAMP)	-35.291323	149.141077
23-Apr-13	Injury	Same direction side swipe	1	1	PARKES WAY (CORANDERRK -> ANZAC)	-35.290105	149.139292
21-Dec-12	Injury	Other - Vehicle to Vehicle	1	1	PATERSON STREET (CHAFFEY/CORROBOREE -> FOVEAUX)	-35.265258	149.141677
9-Jan-17	Injury	Struck object (Off Road)	1	1	PAUL COE CRESCENT (MIRRABEI/SHOALHAVEN -> RILEY)	-35.174757	149.120051
8-Aug-14	Property Damage Only	Right turn into oncoming vehicle	1	0	PERTH/STATE INTERSECTION	-35.306986	149.119456
8-Jan-14	Property Damage Only	Right angle collision	1	0	PERTH/STATE INTERSECTION	-35.306827	149.119517
12-Dec-16	Property Damage Only	Other - Vehicle to Vehicle	1	0	PETRIE STREET (BUNDA -> COOYONG)	-35.278568	149.134449
14-Mar-17	Property Damage Only	Other - Vehicle to Vehicle	1	0	PETRIE STREET (BUNDA -> COOYONG)	-35.27859	149.134392
2-Apr-12	Injury	Same direction side swipe	1	1	PHILLIP/WINDEYER INTERSECTION	-35.241775	149.150366
21-May-14	Injury	Other -  Single Vehicle (On Road)	1	1	PIALLIGO AVENUE (MOLONGLO -> SCHERGER)	-35.321116	149.194145
15-Jan-13	Injury	Overturned (On Road)	1	1	PIALLIGO AVENUE (SCHERGER -> AIR DISASTER )	-35.321246	149.215367
11-Jan-14	Property Damage Only	Right turn into oncoming vehicle	1	0	POINT HUT ROAD (FRESHFORD -> JIM PIKE)	-35.451018	149.073331
10-Dec-15	Injury	Overturned (Off Road)	1	1	RANKEN/TOTTERDELL INTERSECTION	-35.235296	149.060021
7-May-14	Injury	Struck pedestrian (On Road)	1	1	RED HILL DRIVE (GOWRIE -> RED HILL)	-35.323553	149.109556
28-Jul-13	Property Damage Only	Other - Vehicle to Vehicle	1	0	REDFERN STREET (BOWMAN -> BINDEL/BINDUBI)	-35.253425	149.073103
24-May-12	Property Damage Only	Other - Vehicle to Vehicle	1	0	REDFERN STREET (BOWMAN -> BINDEL/BINDUBI)	-35.253411	149.073266
24-Aug-12	Property Damage Only	Right angle collision	1	0	REDFERN/TEMPLETON INTERSECTION	-35.256445	149.057267
15-Feb-15	Injury	Right angle collision	1	1	ROSE/WINTER INTERSECTION	-35.204887	149.039922
25-Jan-15	Injury	Right angle collision	1	1	RUSSELL/SIR THOMAS BLAMEY INTERSECTION	-35.297751	149.150389
5-May-16	Property Damage Only	Right angle collision	1	0	RUSSELL/SIR THOMAS BLAMEY INTERSECTION	-35.29778	149.150405
9-Dec-14	Injury	Right angle collision	1	1	RUSSELL/VIVIAN BULLWINKEL INTERSECTION	-35.29936	149.15124
16-Jun-13	Injury	Right angle collision	1	1	RUSSELL/VIVIAN BULLWINKEL INTERSECTION	-35.299353	149.151279
24-Aug-12	Injury	Overturned (On Road)	1	1	SANDFORD STREET (GUNGAHLIN -> CEMETRY/CREMETORIUM)	-35.218246	149.131355
29-May-13	Property Damage Only	Other - Vehicle to Vehicle	1	0	SCOLLAY STREET (OAKDEN -> REED)	-35.420726	149.068343
